subject,condition,moralCondition,condition2,survey,round,answer,response,mLog,correct,congenialMisinfo
13,gunsR,outrage,gunsR_outrage,D,4,1,"Participant D, CRIME INCREASED. 75% dec. w/ ban and 85% dec. w/o ban. MORE CRIME occurred in the cities that BANNED CARRY CONCEAL.","cellD,start:1.412,end:1.429;,cellC,start:1.43,end:1.512;,cellA,start:2.128,end:2.595;,cellB,start:2.595,end:3.612;,cellA,start:3.612,end:4.144;,cellC,start:4.211,end:14.023;,cellD,start:14.023,end:14.689;,cellC,start:14.689,end:15.505;,cellA,start:15.555,end:15.855;,cellB,start:15.872,end:16.388;,cellA,start:16.405,end:17.155;,cellB,start:17.155,end:18.171;,cellA,start:18.171,end:24.901;,cellB,start:24.901,end:25.501;,cellA,start:25.518,end:38.345;,cellC,start:38.379,end:38.795;,cellD,start:38.795,end:42.893;,cellC,start:42.894,end:54.854;,cellC,start:56.254,end:61.051;,cellC,start:61.418,end:62.384;,cellD,start:62.384,end:62.451;,cellB,start:64.683,end:64.817;,cellD,start:64.883,end:65.117;,cellD,start:83.924,end:83.991;,cellC,start:83.992,end:84.908;,cellD,start:84.908,end:84.941;",1,congenial
14,gunsR,outrage,gunsR_outrage,D,4,1,"There could be plenty of confounding factors, but the data itself clearly shows this correlation.","cellB,start:1.504,end:1.59;,cellB,start:3.821,end:3.939;,cellA,start:3.939,end:4.639;,cellB,start:4.639,end:5.354;,cellA,start:5.372,end:6.789;,cellB,start:6.79,end:7.304;,cellA,start:7.305,end:7.639;,cellB,start:7.639,end:8.089;,cellC,start:8.138,end:8.622;,cellD,start:8.622,end:9.411;,cellC,start:9.411,end:10.075;,cellD,start:10.075,end:10.537;,cellA,start:10.572,end:10.654;,cellB,start:10.655,end:11.171;,cellD,start:11.204,end:11.521;,cellB,start:11.538,end:11.755;,cellA,start:11.773,end:12.422;,cellB,start:12.422,end:15.704;,cellA,start:15.704,end:16.389;,cellB,start:16.392,end:16.871;,cellA,start:16.871,end:17.704;,cellB,start:17.704,end:30.639;,cellB,start:64.15,end:64.175;,cellA,start:64.483,end:71.409;,cellD,start:86.831,end:86.855;,cellC,start:87.165,end:87.614;,cellD,start:87.614,end:88.065;,cellC,start:88.084,end:88.568;,cellD,start:88.568,end:89.281;,cellD,start:92.414,end:92.432;,cellC,start:92.432,end:92.449;,cellC,start:92.814,end:93.58;,cellD,start:93.597,end:94.414;,cellC,start:94.43,end:95.264;,cellD,start:95.264,end:101.447;,cellC,start:101.447,end:114.099;",1,congenial
15,gunsR,outrage,gunsR_outrage,D,4,0,"Both of these could be right, it is just hard when you try to see the reasoning behind both statements.","cellD,start:3.833,end:4.418;,cellB,start:4.436,end:4.5;,cellA,start:17.662,end:18.329;,cellB,start:18.346,end:19.01;,cellD,start:19.144,end:19.711;,cellC,start:19.713,end:20.277;,cellA,start:20.345,end:24.376;,cellB,start:24.376,end:27.359;,cellA,start:27.36,end:29.577;,cellB,start:29.578,end:29.596;,cellD,start:29.76,end:30.792;,cellB,start:31.177,end:31.461;,cellA,start:31.477,end:31.911;,cellC,start:31.978,end:32.628;,cellD,start:32.629,end:32.727;,cellC,start:32.746,end:32.793;,cellA,start:32.86,end:35.144;,cellB,start:35.162,end:35.777;,cellA,start:35.778,end:35.944;,cellA,start:36.376,end:37.578;,cellA,start:42.91,end:43.878;,cellC,start:43.926,end:47.327;,cellA,start:47.392,end:53.509;,cellB,start:53.509,end:53.576;,cellD,start:57.143,end:57.927;,cellC,start:57.927,end:60.028;,cellA,start:60.16,end:62.645;,cellB,start:62.646,end:64.795;,cellA,start:64.813,end:75.874;,cellB,start:75.893,end:78.272;,cellD,start:78.658,end:79.373;,cellB,start:79.608,end:85.956;,cellB,start:86.456,end:86.842;,cellB,start:93.858,end:95.274;,cellA,start:95.275,end:96.291;,cellC,start:96.507,end:96.791;,cellD,start:96.872,end:97.356;,cellC,start:97.357,end:98.056;,cellA,start:98.189,end:99.106;,cellC,start:99.223,end:99.789;,cellD,start:99.789,end:99.856;",0,congenial
16,gunsR,outrage,gunsR_outrage,D,4,0,It's clear to me that one solution to reduced crime is to ban concealed weapons.,"cellD,start:1.319,end:1.392;,cellB,start:16.236,end:16.519;,cellA,start:16.52,end:20.647;,cellC,start:20.78,end:22.944;,cellA,start:23.027,end:26.039;,cellC,start:26.238,end:27.286;,cellA,start:27.37,end:27.904;,cellB,start:27.904,end:28.568;,cellD,start:28.685,end:30.232;,cellB,start:30.398,end:34.875;,cellA,start:34.876,end:37.855;,cellB,start:37.871,end:38.819;,cellA,start:38.82,end:41.549;,cellC,start:41.665,end:43.346;,cellD,start:43.346,end:44.977;,cellB,start:45.127,end:48.173;,cellB,start:50.386,end:50.752;,cellA,start:50.768,end:58.191;,cellB,start:58.224,end:58.856;,cellA,start:58.857,end:58.989;,cellC,start:59.106,end:60.238;,cellA,start:60.371,end:62.717;,cellC,start:62.867,end:63.416;,cellB,start:63.532,end:63.666;,cellD,start:71.571,end:71.587;,cellB,start:71.738,end:71.787;,cellA,start:71.788,end:72.469;,cellB,start:72.469,end:73.385;,cellA,start:73.385,end:74.15;,cellC,start:74.266,end:76.014;,cellD,start:76.014,end:76.43;",0,congenial
17,gunsR,outrage,gunsR_outrage,D,4,0,"The ratios are crucial, yet insufficient, somewhat. Overall, there is a decrease. The ban does work, but it's not perfect at the same time.","cellB,start:12.805,end:12.821;,cellA,start:13.34,end:14.04;,cellB,start:14.041,end:15.797;,cellA,start:15.814,end:19.865;,cellB,start:19.865,end:22.443;,cellC,start:22.528,end:23.045;,cellD,start:25.172,end:25.256;,cellC,start:25.256,end:28.408;,cellD,start:28.408,end:28.436;,cellD,start:29.156,end:32.014;,cellB,start:40.353,end:40.453;,cellA,start:40.453,end:40.97;,cellB,start:40.97,end:41.673;,cellA,start:41.691,end:42.998;,cellB,start:43.01,end:46.66;,cellA,start:46.677,end:46.962;,cellC,start:47.022,end:47.472;,cellD,start:47.473,end:47.522;,cellD,start:48.358,end:52.033;,cellD,start:52.124,end:52.42;,cellC,start:52.435,end:54.057;,cellD,start:54.073,end:54.527;,cellA,start:55.046,end:55.314;,cellB,start:55.332,end:58.811;,cellA,start:58.811,end:59.304;,cellC,start:59.415,end:61.52;,cellD,start:61.52,end:63.01;,cellC,start:63.029,end:63.581;,cellD,start:63.581,end:64.183;,cellB,start:64.2,end:64.702;,cellA,start:64.718,end:71.747;,cellC,start:71.833,end:71.935;,cellB,start:80.838,end:82.494;,cellA,start:82.527,end:83.15;,cellB,start:83.162,end:84.919;,cellC,start:84.989,end:85.473;,cellD,start:85.473,end:86.191;,cellB,start:86.311,end:86.378;,cellA,start:86.394,end:87.584;,cellB,start:87.888,end:88.05;",0,congenial
18,gunsR,outrage,gunsR_outrage,D,4,1,It's too hard to say whether or not one was better than the other as far as increase or dcrease.,"cellD,start:5.248,end:5.264;,cellB,start:5.298,end:5.396;,cellA,start:5.396,end:6.569;,cellB,start:6.569,end:6.652;,cellB,start:10.672,end:10.706;,cellA,start:10.706,end:11.175;,cellB,start:11.175,end:12.87;,cellA,start:12.903,end:13.269;,cellC,start:13.319,end:15.565;,cellD,start:15.58,end:17.004;,cellC,start:17.005,end:18.629;,cellA,start:18.697,end:20.343;,cellB,start:20.606,end:20.656;,cellB,start:34.25,end:34.346;,cellA,start:34.456,end:35.299;,cellC,start:35.335,end:36.218;,cellA,start:36.269,end:37.81;,cellC,start:37.994,end:38.63;,cellD,start:38.632,end:38.698;",1,congenial
19,gunsR,outrage,gunsR_outrage,NA,4,"NA","NA","NA",NA,NA
20,gunsR,outrage,gunsR_outrage,D,4,1,In the cities with a ban on conceal carry there was 75% dec. in crime. Cities without a ban on conceal carry there was 84% dec.,"cellB,start:9.129,end:9.881;,cellA,start:9.881,end:10.516;,cellC,start:10.565,end:10.849;,cellD,start:10.849,end:11.133;,cellB,start:11.167,end:12.252;,cellB,start:18.516,end:18.582;,cellA,start:18.582,end:22.156;,cellC,start:22.206,end:24.83;,cellA,start:24.897,end:32.261;,cellC,start:32.543,end:32.979;,cellA,start:33.013,end:34.065;,cellB,start:34.065,end:34.85;,cellA,start:34.85,end:35.052;,cellC,start:35.085,end:35.285;,cellD,start:35.286,end:35.903;,cellC,start:35.903,end:36.037;,cellA,start:36.07,end:36.271;,cellB,start:36.271,end:36.755;,cellA,start:36.755,end:36.906;,cellC,start:36.955,end:37.073;,cellD,start:37.091,end:37.206;,cellC,start:69.424,end:69.792;,cellD,start:69.792,end:70.459;,cellC,start:70.459,end:70.66;,cellC,start:70.944,end:71.094;,cellA,start:71.128,end:71.562;,cellB,start:71.562,end:72.33;,cellA,start:72.33,end:73.181;,cellC,start:73.198,end:73.449;,cellD,start:73.449,end:73.901;,cellD,start:102.043,end:102.08;,cellC,start:102.08,end:102.094;,cellA,start:102.178,end:102.712;,cellB,start:102.713,end:104.249;,cellA,start:104.249,end:104.7;,cellB,start:104.7,end:105.669;,cellA,start:105.669,end:106.036;,cellC,start:106.07,end:106.387;,cellD,start:106.387,end:107.122;,cellC,start:107.139,end:108.19;,cellA,start:108.224,end:108.557;,cellC,start:108.608,end:108.892;,cellD,start:108.892,end:110.395;,cellC,start:110.395,end:110.762;,cellD,start:110.762,end:112.216;,cellB,start:112.249,end:112.735;,cellA,start:112.735,end:113.919;,cellC,start:113.953,end:114.237;,cellA,start:114.32,end:114.788;,cellC,start:114.822,end:115.071;,cellD,start:115.091,end:115.807;,cellC,start:115.823,end:118.429;,cellA,start:118.445,end:118.746;",1,congenial
21,gunsR,outrage,gunsR_outrage,D,4,"NA","NA","cellD,start:6.253,end:6.378;,cellB,start:6.443,end:6.527;,cellA,start:6.527,end:7.528;,cellB,start:7.528,end:7.978;,cellD,start:8.094,end:9.193;,cellB,start:9.26,end:10.011;,cellC,start:10.069,end:10.627;,cellD,start:10.627,end:10.71;,cellD,start:10.877,end:11.01;,cellB,start:11.043,end:11.394;,cellA,start:11.403,end:14.361;,cellB,start:14.361,end:14.943;,cellD,start:14.993,end:15.026;,cellC,start:15.026,end:15.776;,cellA,start:15.826,end:16.776;,cellB,start:16.776,end:16.788;,cellD,start:16.797,end:16.843;,cellD,start:17.145,end:17.21;,cellB,start:17.326,end:17.361;,cellA,start:17.361,end:19.226;,cellD,start:23.594,end:23.645;,cellC,start:23.645,end:25.477;,cellD,start:25.477,end:26.127;,cellB,start:26.181,end:26.477;,cellD,start:26.51,end:26.531;,cellD,start:31.743,end:31.927;,cellC,start:31.927,end:31.993;,cellA,start:32.093,end:33.697;,cellC,start:33.81,end:33.977;,cellD,start:33.983,end:35.61;,cellA,start:54.783,end:54.8;,cellB,start:54.8,end:54.859;,cellB,start:105.489,end:105.523;,cellD,start:105.523,end:105.535;",NA,congenial
22,gunsR,outrage,gunsR_outrage,D,4,1,The rate of increase/decrease in crime is higher when banning public concealed handgun carry.,"cellD,start:0.561,end:0.594;,cellC,start:0.594,end:0.661;,cellA,start:0.911,end:1.477;,cellB,start:1.478,end:1.877;,cellA,start:1.877,end:1.894;,cellA,start:15.128,end:16.778;,cellB,start:16.778,end:17.761;,cellA,start:17.761,end:17.928;,cellC,start:17.945,end:17.978;,cellD,start:17.978,end:18.595;,cellC,start:18.595,end:18.961;,cellA,start:18.978,end:19.411;,cellA,start:20.578,end:21.045;,cellB,start:21.045,end:21.728;,cellB,start:29.662,end:29.712;,cellA,start:29.995,end:30.495;,cellB,start:30.495,end:30.512;,cellD,start:30.562,end:30.579;,cellC,start:30.579,end:31.112;,cellD,start:31.112,end:31.145;,cellB,start:32.678,end:33.045;,cellD,start:33.079,end:33.529;,cellB,start:34.545,end:35.179;,cellA,start:35.195,end:35.862;,cellD,start:42.496,end:42.546;,cellB,start:42.579,end:42.596;,cellA,start:42.596,end:43.262;,cellA,start:43.796,end:44.079;,cellA,start:45.579,end:46.414;,cellA,start:47.296,end:47.563;,cellB,start:47.563,end:48.013;,cellC,start:48.046,end:48.329;,cellD,start:48.329,end:48.796;,cellB,start:48.813,end:49.096;,cellA,start:49.096,end:49.613;,cellC,start:49.646,end:50.296;,cellA,start:50.346,end:50.463;,cellD,start:50.496,end:50.863;,cellC,start:50.863,end:51.313;,cellA,start:51.363,end:51.629;,cellC,start:51.663,end:51.863;,cellD,start:51.863,end:52.079;,cellA,start:52.113,end:52.479;,cellB,start:52.48,end:53.179;,cellD,start:53.213,end:53.43;,cellB,start:53.463,end:53.513;,cellA,start:53.513,end:53.546;,cellC,start:53.58,end:53.879;,cellA,start:53.913,end:54.129;,cellB,start:54.13,end:54.163;,cellD,start:56.43,end:56.68;,cellC,start:56.68,end:57.013;,cellA,start:57.046,end:57.296;,cellB,start:57.296,end:57.596;,cellD,start:57.63,end:57.863;,cellC,start:57.863,end:58.496;,cellD,start:58.497,end:58.513;",1,congenial
23,gunsR,neutral,gunsR_neutral,D,4,0,Do you think even tho there was a decrease in crime people are actually safer?,"NA",0,congenial
24,gunsR,neutral,gunsR_neutral,D,4,1,"The second set triples compared to the first, so there is an increase in crime in cities without bans.","cellA,start:9.187,end:9.737;,cellC,start:9.77,end:9.97;,cellC,start:10.154,end:10.254;,cellA,start:10.287,end:11.121;,cellB,start:11.121,end:12.438;,cellD,start:12.455,end:12.472;,cellC,start:15.873,end:16.724;,cellA,start:16.773,end:17.44;,cellB,start:17.441,end:19.942;,cellA,start:19.942,end:20.342;,cellC,start:20.408,end:21.159;,cellA,start:21.192,end:23.027;,cellB,start:23.027,end:23.91;,cellA,start:23.91,end:26.178;,cellB,start:26.178,end:26.495;,cellD,start:26.511,end:26.912;,cellC,start:26.912,end:27.779;,cellA,start:27.795,end:28.679;,cellC,start:28.696,end:28.746;,cellC,start:29.113,end:29.163;,cellA,start:29.329,end:30.713;,cellB,start:30.713,end:30.78;,cellB,start:31.397,end:31.585;,cellA,start:31.664,end:31.98;,cellC,start:31.997,end:32.597;,cellC,start:32.931,end:33.781;,cellA,start:33.831,end:34.565;,cellB,start:34.565,end:34.615;,cellB,start:42.402,end:42.469;,cellA,start:42.485,end:42.535;,cellA,start:42.802,end:42.835;,cellB,start:42.835,end:42.852;,cellD,start:42.869,end:42.886;,cellB,start:68.797,end:69.381;,cellA,start:69.381,end:69.981;,cellC,start:70.031,end:70.398;,cellD,start:70.398,end:71.382;,cellC,start:71.382,end:73.049;,cellA,start:73.099,end:73.85;,cellC,start:73.883,end:74.216;,cellD,start:74.216,end:74.683;,cellC,start:74.683,end:74.7;,cellA,start:74.733,end:75.033;,cellD,start:75.05,end:75.067;,cellD,start:106.381,end:106.398;,cellC,start:106.398,end:106.548;,cellA,start:106.631,end:107.832;,cellA,start:108.299,end:108.682;,cellC,start:108.699,end:108.982;,cellD,start:108.982,end:109.032;,cellD,start:109.299,end:109.316;,cellB,start:109.349,end:109.899;,cellA,start:109.899,end:110.249;,cellC,start:110.266,end:110.583;,cellD,start:110.583,end:110.8;,cellB,start:110.816,end:111.167;,cellA,start:111.167,end:111.35;,cellC,start:111.367,end:111.383;,cellD,start:111.383,end:111.4;",1,congenial
25,gunsR,neutral,gunsR_neutral,D,4,0,Banning concealed weapons does decrease crime but we need to see a bigger picture to determine how effective it is in the long run.,"cellC,start:1.671,end:1.955;,cellA,start:2.388,end:2.905;,cellC,start:3.471,end:3.505;,cellD,start:3.505,end:4.055;,cellB,start:4.084,end:6.921;,cellA,start:12.988,end:13.084;,cellA,start:13.254,end:15.871;,cellC,start:15.921,end:16.721;,cellA,start:16.771,end:17.504;,cellB,start:17.504,end:18.071;,cellD,start:18.121,end:21.407;,cellB,start:21.504,end:22.251;,cellA,start:22.251,end:22.904;,cellB,start:22.916,end:23.354;,cellD,start:23.404,end:23.754;,cellC,start:23.754,end:24.937;,cellC,start:25.904,end:25.937;,cellA,start:25.937,end:25.988;,cellA,start:26.32,end:29.77;,cellB,start:29.77,end:30.354;,cellD,start:30.366,end:30.404;,cellB,start:40.082,end:40.137;,cellA,start:40.137,end:40.148;,cellA,start:40.303,end:40.691;,cellB,start:40.692,end:41.27;,cellC,start:41.337,end:41.87;,cellD,start:41.87,end:41.953;,cellD,start:42.32,end:42.686;,cellA,start:52.669,end:52.703;,cellC,start:53.353,end:53.386;,cellC,start:54.153,end:54.953;,cellA,start:54.986,end:56.053;,cellC,start:56.119,end:56.569;,cellD,start:56.569,end:57.103;,cellB,start:57.153,end:59.302;,cellA,start:59.302,end:59.819;,cellC,start:59.902,end:60.289;,cellD,start:60.289,end:60.652;,cellB,start:60.719,end:61.286;,cellA,start:61.286,end:63.402;,cellB,start:63.402,end:63.469;,cellB,start:67.969,end:68.135;,cellA,start:68.148,end:68.835;,cellC,start:68.869,end:69.152;,cellD,start:69.152,end:69.185;,cellD,start:69.569,end:69.669;,cellA,start:69.919,end:70.619;,cellB,start:70.619,end:71.081;,cellA,start:71.081,end:71.535;,cellC,start:71.585,end:72.202;,cellD,start:72.202,end:72.585;,cellA,start:72.635,end:73.344;,cellB,start:73.344,end:73.769;",0,congenial
26,gunsR,neutral,gunsR_neutral,D,4,0,What are the other variables? What do these numbers really mean if there is both?,"cellD,start:13.805,end:13.922;,cellD,start:15.536,end:16.528;,cellC,start:16.528,end:20.054;,cellA,start:20.086,end:21.038;,cellA,start:21.703,end:25.47;,cellC,start:25.586,end:26.287;,cellA,start:26.454,end:30.252;,cellC,start:30.37,end:30.67;,cellD,start:30.67,end:31.037;,cellB,start:31.069,end:34.269;,cellA,start:34.286,end:35.135;,cellB,start:35.135,end:35.702;,cellC,start:35.754,end:36.17;,cellD,start:36.17,end:36.836;,cellC,start:36.836,end:37.303;,cellD,start:37.303,end:37.321;,cellB,start:37.354,end:37.719;,cellA,start:37.719,end:38.486;,cellB,start:38.502,end:38.919;,cellA,start:38.919,end:44.002;,cellB,start:44.002,end:44.086;,cellD,start:52.368,end:52.403;,cellC,start:52.836,end:53.201;,cellA,start:53.219,end:53.518;,cellB,start:53.518,end:54.152;,cellD,start:54.185,end:54.219;,cellB,start:57.203,end:57.352;,cellD,start:57.936,end:58.136;,cellD,start:75.217,end:75.401;,cellB,start:75.451,end:75.568;,cellA,start:75.568,end:76.219;,cellC,start:76.283,end:76.817;,cellA,start:76.851,end:77.283;,cellB,start:77.283,end:77.584;,cellD,start:77.634,end:78.218;,cellB,start:78.234,end:78.768;,cellD,start:78.802,end:78.866;",0,congenial
27,gunsR,neutral,gunsR_neutral,D,4,0,"Not given enough information, I wonder what the economic, and racial conditions are different in each city.","cellD,start:19.948,end:20.012;,cellC,start:21.348,end:22.068;,cellB,start:27.394,end:28.428;,cellA,start:28.445,end:33.505;,cellC,start:34.039,end:35.041;,cellD,start:35.041,end:36.745;,cellC,start:36.764,end:37.464;,cellD,start:37.464,end:37.529;,cellB,start:51.707,end:52.09;,cellB,start:52.331,end:52.458;,cellA,start:52.458,end:53.643;,cellB,start:53.676,end:54.21;,cellD,start:54.311,end:54.895;,cellC,start:54.896,end:56.883;,cellD,start:56.883,end:57.7;,cellC,start:57.7,end:58.502;,cellD,start:58.518,end:59.938;,cellC,start:59.954,end:60.589;,cellD,start:60.606,end:62.176;,cellD,start:64.714,end:65.715;,cellB,start:78.874,end:80.577;",0,congenial
28,gunsR,neutral,gunsR_neutral,D,4,1,Larger increase in ratios for increase in crime than decrease.,"cellA,start:28.802,end:28.931;,cellA,start:32.353,end:33.524;,cellB,start:33.525,end:33.588;,cellB,start:36.008,end:37.009;,cellA,start:37.009,end:37.8;,cellC,start:38.274,end:40.884;,cellD,start:42.229,end:43.924;,cellB,start:44.79,end:49.619;,cellA,start:49.619,end:52.4;,cellB,start:52.4,end:52.603;,cellB,start:75.712,end:75.727;,cellA,start:75.727,end:76.399;,cellC,start:76.509,end:77.29;,cellD,start:77.29,end:77.821;,cellB,start:78.728,end:79.337;",1,congenial
29,gunsR,neutral,gunsR_neutral,D,4,1,I am going to stick with the ban more likely (slightly) to increase crime. Maybe because criminals know people carry it could effect rate,"cellD,start:1.043,end:1.192;,cellB,start:10.906,end:11.089;,cellA,start:11.089,end:12.439;,cellC,start:12.572,end:13.122;,cellA,start:13.239,end:13.823;,cellB,start:13.823,end:14.488;,cellA,start:14.488,end:15.155;,cellB,start:15.155,end:15.671;,cellA,start:15.672,end:15.721;,cellC,start:16.157,end:17.154;,cellD,start:17.155,end:18.004;,cellC,start:18.004,end:21.22;,cellD,start:21.22,end:22.086;,cellC,start:22.086,end:22.136;,cellA,start:22.237,end:22.787;,cellB,start:22.804,end:25.069;,cellB,start:26.736,end:26.902;,cellA,start:26.902,end:29.485;,cellB,start:29.485,end:30.452;,cellA,start:30.468,end:30.517;,cellC,start:31.157,end:31.75;,cellD,start:31.751,end:32.568;,cellC,start:32.568,end:33.2;,cellD,start:33.217,end:33.566;,cellB,start:41.097,end:41.947;,cellA,start:41.947,end:42.514;,cellC,start:42.63,end:46.363;,cellD,start:46.38,end:47.182;,cellA,start:47.262,end:47.796;,cellC,start:48.196,end:49.557;,cellA,start:49.646,end:53.062;,cellC,start:53.645,end:54.328;,cellC,start:54.527,end:54.545;,cellD,start:54.545,end:55.494;,cellB,start:59.359,end:59.443;,cellA,start:59.443,end:61.725;,cellB,start:61.725,end:62.542;,cellA,start:62.542,end:63.093;,cellB,start:63.094,end:63.127;,cellD,start:65.041,end:65.607;,cellC,start:65.607,end:66.907;,cellA,start:67.107,end:69.407;,cellB,start:69.407,end:70.506;,cellB,start:71.538,end:71.839;,cellA,start:71.839,end:73.289;,cellB,start:73.289,end:73.972;,cellB,start:74.877,end:76.305;,cellA,start:76.338,end:76.955;,cellB,start:76.972,end:77.028;",1,congenial
30,gunsR,neutral,gunsR_neutral,D,4,0,"Yeah this is a complex question with limited data I would say, but I'm going to go with this answer.","NA",0,congenial
31,gunsR,neutral,gunsR_neutral,D,4,"NA",74% drop for those with a ban. 83% drop for those without. However the there is a big different in total number of cities.,"cellA,start:8.388,end:8.444;,cellB,start:11.409,end:15.38;,cellD,start:15.463,end:17.899;,cellA,start:18.066,end:21.619;,cellC,start:21.72,end:23.306;,cellA,start:23.372,end:23.938;,cellB,start:23.938,end:24.606;,cellD,start:24.69,end:25.307;,cellA,start:25.408,end:32.014;,cellB,start:32.014,end:32.214;,cellB,start:35.251,end:35.501;,cellA,start:35.501,end:38.954;,cellB,start:38.954,end:39.456;,cellA,start:39.456,end:41.991;,cellB,start:41.991,end:42.209;,cellB,start:46.797,end:48.131;,cellA,start:48.132,end:49.399;,cellC,start:49.466,end:50.183;,cellD,start:50.183,end:51.885;,cellC,start:51.885,end:54.137;,cellD,start:54.154,end:57.341;,cellC,start:57.341,end:57.407;,cellA,start:57.608,end:60.745;,cellB,start:60.745,end:69.821;",NA,congenial
32,gunsR,neutral,gunsR_neutral,D,4,0,Twice as many cities had a decrease in crime when they banned concealed handguns. Kind of su,"cellB,start:33.789,end:34.091;,cellB,start:34.458,end:35.028;,cellA,start:35.028,end:42.156;,cellB,start:42.156,end:42.624;,cellB,start:44.711,end:44.778;,cellD,start:44.827,end:47.083;,cellC,start:47.083,end:47.483;,cellA,start:51.506,end:59.54;,cellB,start:59.556,end:60.073;,cellA,start:60.091,end:61.526;,cellB,start:61.544,end:61.627;,cellD,start:61.762,end:61.83;,cellC,start:61.929,end:62.614;,cellD,start:62.614,end:66.687;,cellC,start:66.687,end:68.323;,cellD,start:68.323,end:70.311;,cellC,start:70.311,end:70.812;,cellA,start:70.862,end:72.165;,cellB,start:72.181,end:72.899;,cellA,start:72.899,end:74.434;,cellB,start:74.434,end:74.501;",0,congenial
33,gunsR,neutral,gunsR_neutral,D,4,0,"the numbers say it all, there is a significant decrease in those with the ban than those without it. I get the crime rate also went up","cellD,start:14.705,end:14.758;,cellB,start:28.44,end:28.79;,cellA,start:28.79,end:31.24;,cellB,start:31.24,end:31.89;,cellC,start:31.973,end:33.607;,cellD,start:33.624,end:34.407;,cellA,start:34.44,end:35.806;,cellB,start:35.807,end:36.14;",0,congenial
34,guns,neutral,guns_neutral,NA,4,"NA","NA","NA",NA,NA
35,guns,neutral,guns_neutral,NA,4,"NA","NA","NA",NA,NA
36,guns,neutral,guns_neutral,D,4,1,"As long as people only use guns for self protection, there probably won't be a ban.","cellC,start:5.183,end:5.267;,cellA,start:5.3,end:5.333;,cellA,start:6.5,end:7.865;,cellA,start:8.698,end:10.881;,cellB,start:10.881,end:11.431;,cellD,start:11.481,end:12.396;,cellC,start:12.413,end:13.03;,cellA,start:13.096,end:15.196;,cellC,start:15.278,end:17.81;,cellD,start:17.81,end:18.995;,cellC,start:18.995,end:20.193;,cellD,start:20.21,end:20.243;,cellB,start:20.343,end:21.342;,cellA,start:21.342,end:23.608;,cellB,start:23.609,end:24.658;,cellA,start:24.658,end:26.025;,cellB,start:26.026,end:26.457;,cellA,start:26.473,end:26.723;,cellC,start:26.79,end:28.025;,cellD,start:28.039,end:28.99;,cellC,start:28.99,end:29.921;,cellD,start:29.938,end:30.322;,cellB,start:30.356,end:30.455;,cellB,start:30.905,end:31.271;,cellD,start:38.002,end:38.702;,cellC,start:38.702,end:39.402;,cellD,start:39.402,end:40.051;,cellC,start:40.067,end:40.502;,cellD,start:40.502,end:40.968;,cellC,start:40.968,end:41.25;,cellA,start:41.284,end:41.783;,cellB,start:41.8,end:42.2;,cellA,start:42.201,end:42.65;,cellB,start:42.666,end:43.266;,cellD,start:43.299,end:43.549;,cellB,start:43.732,end:43.749;,cellB,start:48.297,end:48.881;,cellA,start:48.881,end:50.529;,cellC,start:50.563,end:50.663;,cellC,start:51.146,end:51.646;,cellD,start:51.662,end:53.378;,cellC,start:53.395,end:54.711;,cellD,start:54.727,end:54.961;",0,uncongenial
37,guns,neutral,guns_neutral,D,4,"NA",increase in for 223-75 in but for the first time in years the crime figures for the last 12 months,"cellB,start:0.624,end:1.313;,cellD,start:1.314,end:1.331;,cellD,start:4.339,end:4.389;,cellB,start:4.423,end:4.572;,cellA,start:4.582,end:5.54;,cellB,start:5.548,end:7.04;,cellA,start:7.052,end:7.572;,cellD,start:7.606,end:7.739;,cellA,start:41.064,end:41.104;,cellD,start:41.128,end:41.171;,cellA,start:58.911,end:58.931;,cellD,start:58.949,end:59.004;",NA,uncongenial
38,guns,neutral,guns_neutral,D,4,1,"I am also curious about other general variables. Based on the data provided though, a notable increase in banned cities exists.","cellD,start:0.808,end:0.875;,cellA,start:1.008,end:1.791;,cellB,start:1.792,end:2.175;,cellD,start:2.258,end:2.457;,cellC,start:2.457,end:2.974;,cellA,start:17.453,end:18.053;,cellB,start:18.053,end:19.037;,cellA,start:19.037,end:20.192;,cellC,start:20.536,end:21.219;,cellD,start:21.219,end:21.986;,cellB,start:22.036,end:23.036;,cellA,start:23.036,end:23.452;,cellB,start:23.452,end:23.668;,cellA,start:23.668,end:23.685;,cellC,start:23.946,end:24.268;,cellD,start:24.268,end:25.201;,cellC,start:25.201,end:26.567;,cellD,start:26.567,end:27.367;,cellC,start:27.383,end:28.634;,cellA,start:28.717,end:29.068;,cellB,start:29.068,end:29.733;,cellA,start:29.733,end:30.317;,cellB,start:30.317,end:31.299;,cellA,start:31.316,end:35.365;,cellB,start:35.382,end:40.73;,cellA,start:40.73,end:43.047;,cellB,start:43.047,end:43.262;,cellA,start:43.279,end:43.346;,cellC,start:43.446,end:43.63;,cellD,start:43.646,end:43.912;,cellB,start:49.677,end:49.878;,cellA,start:49.878,end:50.11;,cellC,start:50.161,end:50.227;,cellC,start:50.427,end:50.494;,cellA,start:50.528,end:50.694;,cellB,start:50.694,end:50.728;",0,uncongenial
39,guns,neutral,guns_neutral,NA,4,"NA","NA","NA",NA,NA
